path,servicePlanBranch,subGroup,reportName,reportCode,subcatalogId,officialUrl,existsInOfficial,existsInSnapshot,existsInCoverage,visibleInUI,status,missingReason,suggestedFix
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > อัตราป่วยรายใหม่และความชุกโรคจิตเวชและปัญหาสุขภาพจิต","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","อัตราป่วยรายใหม่และความชุกโรคจิตเวชและปัญหาสุขภาพจิต","อัตราป่วยรายใหม่และความชุกของโรคติดการพนัน (F63.0)","6st6tx4auw2x7vi6oec9n","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/6st6tx4auw2x7vi6oec9n?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""อัตราป่วยรายใหม่และความชุกโรคจิตเวชและปัญหาสุขภาพจิต"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","จำนวนและร้อยละของความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพกัญชา (F12.xx) และมีโรคอื่นร่วมด้วย","7ebbefc8b4d00306d72e0765ac5b437c","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/7ebbefc8b4d00306d72e0765ac5b437c?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","จำนวนและร้อยละของโรคซึมเศร้า (F32.xx, F33.xx, F34.1, F38.xx, F39) และมีโรคอื่นร่วมด้วย","5a0bcabbf9d337c8c322a9bccce40f59","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/5a0bcabbf9d337c8c322a9bccce40f59?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","จำนวนและร้อยละของตั้งใจทำร้ายตนเอง (X60.xx-X84.xx) และมีโรคอื่นร่วมด้วย","02529f850a95724d50099016a40b666b","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/02529f850a95724d50099016a40b666b?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","จำนวนและร้อยละของภาวะบกพร่องทางสติปัญญา (F70.xx-F73.xx, F78.xx-F79.xx, Q87.xx, Q90.xx, Q91.xx, Q93.5, Q99.xx) และมีโรคอื่นร่วมด้วย","eb25f219502fa2b141bf93d","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/eb25f219502fa2b141bf93d?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","จำนวนและร้อยละของความผิดปกติของพัฒนาการเฉพาะด้านทางทักษะในการเรียน (F81.xx) และมีโรคอื่นร่วมด้วย","003fb28180c232d0ba95f85","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/003fb28180c232d0ba95f85?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","จำนวนและร้อยละของความผิดปกติของพัฒนาการที่กระจายไปทุกด้าน (โรคออทิสติก) (F84.0- F84.9) และมีโรคอื่นร่วมด้วย","018fc30266c0723f9f9d89033d85f409","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/018fc30266c0723f9f9d89033d85f409?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต","จำนวนและร้อยละของความผิดปกติแบบอยู่ไม่นิ่ง (โรคสมาธิสั้น) (F90.0-F90.9) และมีโรคอื่นร่วมด้วย","8sm4njsl0y6b8e9ovd5ji","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/8sm4njsl0y6b8e9ovd5ji?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""มีโรคอื่นร่วมด้วยโรคจิตเวชและปัญหาสุขภาพจิต"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > การจัดบริการผู้ป่วยในจิตเวชและสารเสพติด","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","การจัดบริการผู้ป่วยในจิตเวชและสารเสพติด","จำนวนวันนอนและวันนอนเฉลี่ยผู้ป่วยจิตเวชและยาเสพติดรายเดือน","aEnVf3ijA5KY945","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/aEnVf3ijA5KY945?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""การจัดบริการผู้ป่วยในจิตเวชและสารเสพติด"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > การจัดบริการผู้ป่วยในจิตเวชและสารเสพติด","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","การจัดบริการผู้ป่วยในจิตเวชและสารเสพติด","อัตราครองเตียงจิตเวชและยาเสพติดรายเดือน","aEnVf3ijA5KY946","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/aEnVf3ijA5KY946?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""การจัดบริการผู้ป่วยในจิตเวชและสารเสพติด"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > การจัดบริการผู้ป่วยในจิตเวชและสารเสพติด","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","การจัดบริการผู้ป่วยในจิตเวชและสารเสพติด","ผู้ป่วยจิตเวชและยาเสพติดที่ใช้บริการหอผู้ป่วยจิตเวชและยาเสพติด (รายเดือน) จำแนกตามกลุ่มโรคและรายโรค","sf4qod10yd2fq0b2g14u6","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/sf4qod10yd2fq0b2g14u6?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""การจัดบริการผู้ป่วยในจิตเวชและสารเสพติด"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > บริการทางจิตเวช","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","บริการทางจิตเวช","จํานวน (คน/ครั้ง) ของการได้รับหัตถการทางจิตเวช และการรักษาด้วยไฟฟ้า (ECT) จําแนกตามกลุ่มอายุ (Workload)","y75ix6dtlv3w8kkat0tzh","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/y75ix6dtlv3w8kkat0tzh?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""บริการทางจิตเวช"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > บริการทางจิตเวช","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","บริการทางจิตเวช","จํานวน (คน/ครั้ง) ของการได้รับหัตถการทางจิตเวช และการรักษาด้วยไฟฟ้า (ECT) ของผู้ที่มีความผิดปกติทางจิต และพฤติกรรม (F00.xx-F99) ผู้ที่ตั้งใจทําร้ายตนเอง (X60.xx-X84.xx) และผู้ที่ถูกทําร้าย (X85.xx-X99, Y00-Y09) จําแนกตาม กลุ่มโรค และรายโรคจิตเวชและปัญหาสุขภาพจิต (Workload)","43xlqb8d6pr165hxekf23","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/43xlqb8d6pr165hxekf23?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""บริการทางจิตเวช"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > บริการทางจิตเวช","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","บริการทางจิตเวช","จำนวน (คน/ครั้ง) ของการได้รับการบำบัดสุราและสารเสพติด จำแนกตามกลุ่มอายุ (Workload)","w5d4vesybuzr4msxfzbx3","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/w5d4vesybuzr4msxfzbx3?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""บริการทางจิตเวช"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > บริการทางจิตเวช","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","บริการทางจิตเวช","จํานวน (คน/ครั้ง) ของการได้รับการบําบัดสุราและสารเสพติดจําแนกตามรายโรค ของผู้ที่มีความผิดปกติ ทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท (F10.xx – F19.xx) (workload)","g0hkyxp22g3qaymgox6q7","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/g0hkyxp22g3qaymgox6q7?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""บริการทางจิตเวช"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > บริการทางจิตเวช","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","บริการทางจิตเวช","จํานวน (คน/ครั้ง) ของการได้รับหัตถการด้านการฟื้นฟู (93.74 – 93.84) และหัตถการทางจิตเวช และการ รักษาด้วยไฟฟ้า (ECT) ในเด็กและวัยรุ่น จําแนกตามกลุ่มอายุ (Workload)","lgrhturgjgi3djzv8vfel","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/lgrhturgjgi3djzv8vfel?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""บริการทางจิตเวช"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช > บริการทางจิตเวช","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช","บริการทางจิตเวช","จำนวน (คน/ครั้ง) ของการได้รับหัตถการด้านการฟื้นฟู (93.74 – 93.84) และหัตถการทางจิตเวช และการรักษาด้วยไฟฟ้า (ECT) ในเด็กและวัยรุ่น จำแนกตามโรค (Workload)","g7pgz6gdxanq1y1mj2lu3","22710ed5db1ed6b12aab540a7b0753b3","https://hdc.moph.go.th/center/public/standard-report-detail/g7pgz6gdxanq1y1mj2lu3?subcatalogId=22710ed5db1ed6b12aab540a7b0753b3","true","false","false","false","missing_from_crawler","Nested under group ""บริการทางจิตเวช"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก > ผลการจัดบริการสุขภาพช่องปากตามกลุ่มเป้าหมาย","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก","ผลการจัดบริการสุขภาพช่องปากตามกลุ่มเป้าหมาย","OHSP ร้อยละหญิงตั้งครรภ์ได้รับการตรวจสุขภาพช่องปาก เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","dc5463af059cd3e6c55613fc418ce36e","db30e434e30565c12fbac44958e338d5","https://hdc.moph.go.th/center/public/standard-report-detail/dc5463af059cd3e6c55613fc418ce36e?subcatalogId=db30e434e30565c12fbac44958e338d5","true","false","false","false","missing_from_crawler","Nested under group ""ผลการจัดบริการสุขภาพช่องปากตามกลุ่มเป้าหมาย"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก > ผลการจัดบริการสุขภาพช่องปากตามกลุ่มเป้าหมาย","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก","ผลการจัดบริการสุขภาพช่องปากตามกลุ่มเป้าหมาย","OHSP ร้อยละหญิงตั้งครรภ์ได้รับการฝึกแปรงฟันแบบลงมือปฏิบัติ หรือ ได้รับการฝึกแปรงฟันแบบลงมือปฏิบัติ และplaque control เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","035b31a86062c6baa3c8d65eb8075b51","db30e434e30565c12fbac44958e338d5","https://hdc.moph.go.th/center/public/standard-report-detail/035b31a86062c6baa3c8d65eb8075b51?subcatalogId=db30e434e30565c12fbac44958e338d5","true","false","false","false","missing_from_crawler","Nested under group ""ผลการจัดบริการสุขภาพช่องปากตามกลุ่มเป้าหมาย"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก > ผลการจัดบริการสุขภาพช่องปากตามกลุ่มเป้าหมาย","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก","ผลการจัดบริการสุขภาพช่องปากตามกลุ่มเป้าหมาย","OHSP ร้อยละหญิงตั้งครรภ์ได้รับบริการทันตกรรม (คน)","6e9bfb9153694c8ba401ca36838c94de","db30e434e30565c12fbac44958e338d5","https://hdc.moph.go.th/center/public/standard-report-detail/6e9bfb9153694c8ba401ca36838c94de?subcatalogId=db30e434e30565c12fbac44958e338d5","true","false","false","false","missing_from_crawler","Nested under group ""ผลการจัดบริการสุขภาพช่องปากตามกลุ่มเป้าหมาย"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
"รายงานมาตรฐาน > ข้อมูลตอบสนอง Service Plan > ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก > ผลการจัดบริการสุขภาพช่องปากตามกลุ่มเป้าหมาย","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก","ผลการจัดบริการสุขภาพช่องปากตามกลุ่มเป้าหมาย","OHSP ร้อยละเด็ก 0-2 ปี ได้รับการตรวจสุขภาพช่องปาก เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","c314de5a8bd00380b4f4f5632d7bc324","db30e434e30565c12fbac44958e338d5","https://hdc.moph.go.th/center/public/standard-report-detail/c314de5a8bd00380b4f4f5632d7bc324?subcatalogId=db30e434e30565c12fbac44958e338d5","true","false","false","false","missing_from_crawler","Nested under group ""ผลการจัดบริการสุขภาพช่องปากตามกลุ่มเป้าหมาย"" in HDC's system/subcatalog/reports response. scripts/snapshot.mjs (main(), reports filter) and script.js normalizeReports() both read response.rows top-level only and never recurse into `children`, so this report is never requested from HDC at all — it has no snapshot, no coverage entry, and never appears in the live report dropdown.","crawler (scripts/snapshot.mjs) + UI (script.js normalizeReports/fetchStandardReports) — both need to recursively flatten `children` before filtering by report_code. Same bug, two call sites."
